num_expediente,fecha,hora,timestamp,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,coordenadas,positiva_alcohol,positiva_droga
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Pasajero,De 18 a 20 años,Mujer,1,Atención en urgencias sin posterior ingreso,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Pasajero,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Pasajero,De 30 a 34 años,Mujer,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000001,01/01/2024,1:20:00,2024-01-01T01:20:00Z,"AUTOV. M-30, 08NL00",08NL00,3,RETIRO,Colisión múltiple,Despejado,Turismo,Pasajero,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,443926.583,4473998.426,"443926.583, 4473998.426",0,0
2024S000002,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"CALL. PUERTO ALTO, 48",48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,77,Se desconoce,443248.639,4471571.066,"443248.639, 4471571.066",1,0
2024S000002,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"CALL. PUERTO ALTO, 48",48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,443248.639,4471571.066,"443248.639, 4471571.066",0,0
2024S000002,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"CALL. PUERTO ALTO, 48",48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,443248.639,4471571.066,"443248.639, 4471571.066",0,0
2024S000002,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"CALL. PUERTO ALTO, 48",48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,443248.639,4471571.066,"443248.639, 4471571.066",0,0
2024S000002,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"CALL. PUERTO ALTO, 48",48,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,443248.639,4471571.066,"443248.639, 4471571.066",0,0
2024S000004,01/01/2024,2:00:00,2024-01-01T02:00:00Z,"AVDA. DOCTOR GARCIA TAPIA, 64",64,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 18 a 20 años,Mujer,77,Se desconoce,444512.986,4473729.076,"444512.986, 4473729.076",0,0
2024S000004,01/01/2024,2:00:00,2024-01-01T02:00:00Z,"AVDA. DOCTOR GARCIA TAPIA, 64",64,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,77,Se desconoce,444512.986,4473729.076,"444512.986, 4473729.076",0,0
2024S000005,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,436808.87,4469483.778,"436808.87, 4469483.778",1,0
2024S000005,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,436808.87,4469483.778,"436808.87, 4469483.778",0,0
2024S000005,01/01/2024,2:45:00,2024-01-01T02:45:00Z,"AVDA. POBLADOS, 80",80,11,CARABANCHEL,Colisión frontal,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,436808.87,4469483.778,"436808.87, 4469483.778",0,0
2024S000010,01/01/2024,7:20:00,2024-01-01T07:20:00Z,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,440192.679,4474773.26,"440192.679, 4474773.26",0,0
2024S000010,01/01/2024,7:20:00,2024-01-01T07:20:00Z,CALL. LUNA / CALL. CORREDERA BAJA DE SAN PABLO,1,1,CENTRO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,440192.679,4474773.26,"440192.679, 4474773.26",0,0
2024S000012,01/01/2024,8:05:00,2024-01-01T08:05:00Z,"CALL. MARIA ODIAGA, 20",20,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,437001.874,4470045.546,"437001.874, 4470045.546",0,0
2024S000012,01/01/2024,8:05:00,2024-01-01T08:05:00Z,"CALL. MARIA ODIAGA, 20",20,11,CARABANCHEL,Colisión lateral,Se desconoce,Turismo,Conductor,De 30 a 34 años,Mujer,77,Se desconoce,437001.874,4470045.546,"437001.874, 4470045.546",0,0
2024S000013,01/01/2024,7:35:00,2024-01-01T07:35:00Z,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,442700.31,4475969.738,"442700.31, 4475969.738",0,0
2024S000013,01/01/2024,7:35:00,2024-01-01T07:35:00Z,CALL. CONDE DE PEÑALVER / CALL. PADILLA,64,4,SALAMANCA,Atropello a persona,Despejado,Turismo,Peatón,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442700.31,4475969.738,"442700.31, 4475969.738",0,0
2024S000015,01/01/2024,7:35:00,2024-01-01T07:35:00Z,"PASEO. CASTELLANA, 33",33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,"441548.551, 4475930.63",0,0
2024S000015,01/01/2024,7:35:00,2024-01-01T07:35:00Z,"PASEO. CASTELLANA, 33",33,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,VMU eléctrico,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,441548.551,4475930.63,"441548.551, 4475930.63",1,0
2024S000018,01/01/2024,7:40:00,2024-01-01T07:40:00Z,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Furgoneta,Conductor,Desconocido,Desconocido,77,Se desconoce,439703.142,4479106.448,"439703.142, 4479106.448",0,0
2024S000018,01/01/2024,7:40:00,2024-01-01T07:40:00Z,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,439703.142,4479106.448,"439703.142, 4479106.448",0,0
2024S000018,01/01/2024,7:40:00,2024-01-01T07:40:00Z,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,439703.142,4479106.448,"439703.142, 4479106.448",0,0
2024S000018,01/01/2024,7:40:00,2024-01-01T07:40:00Z,"CALL. SANCHEZ PRECIADO, 41",41,9,MONCLOA-ARAVACA,Colisión múltiple,Nublado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,439703.142,4479106.448,"439703.142, 4479106.448",0,0
2024S000022,01/01/2024,12:25:00,2024-01-01T12:25:00Z,"CALL. SERRANO, 203",203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Motocicleta > 125cc,Conductor,De 30 a 34 años,Hombre,77,Se desconoce,442267.627,4478258.082,"442267.627, 4478258.082",0,0
2024S000022,01/01/2024,12:25:00,2024-01-01T12:25:00Z,"CALL. SERRANO, 203",203,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,77,Se desconoce,442267.627,4478258.082,"442267.627, 4478258.082",0,0
2024S000025,01/01/2024,15:45:00,2024-01-01T15:45:00Z,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Autobús,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,437822.093,4471072.507,"437822.093, 4471072.507",0,0
2024S000025,01/01/2024,15:45:00,2024-01-01T15:45:00Z,CALL. GENERAL RICARDOS / CALL. PARRA,159,11,CARABANCHEL,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,437822.093,4471072.507,"437822.093, 4471072.507",0,0
2024S000027,01/01/2024,16:30:00,2024-01-01T16:30:00Z,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437731.537,4470986.332,"437731.537, 4470986.332",0,0
2024S000027,01/01/2024,16:30:00,2024-01-01T16:30:00Z,CALL. ALEJANDRO MORAN / CALL. GENERAL RICARDOS,2,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,437731.537,4470986.332,"437731.537, 4470986.332",0,0
2024S000028,01/01/2024,16:30:00,2024-01-01T16:30:00Z,"CALL. AURORA IGLESIAS, 11",11,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,443496.334,4472304.961,"443496.334, 4472304.961",1,0
2024S000029,01/01/2024,16:35:00,2024-01-01T16:35:00Z,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447084.032,4472971.824,"447084.032, 4472971.824",0,0
2024S000029,01/01/2024,16:35:00,2024-01-01T16:35:00Z,CMNO. VIEJO DE VICALVARO / AUTOV. M-40,7,19,VICÁLVARO,Alcance,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,447084.032,4472971.824,"447084.032, 4472971.824",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,De 15 a 17 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000032,01/01/2024,18:20:00,2024-01-01T18:20:00Z,PASEO. DELICIAS / CALL. VIZCAYA,28,2,ARGANZUELA,Colisión fronto-lateral,Se desconoce,Turismo,Pasajero,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,441147.383,4472906.803,"441147.383, 4472906.803",0,0
2024S000033,01/01/2024,15:15:00,2024-01-01T15:15:00Z,"CALL. ALMERIA, 8",8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 30 a 34 años,Hombre,77,Se desconoce,443832.086,4475666.662,"443832.086, 4475666.662",0,0
2024S000033,01/01/2024,15:15:00,2024-01-01T15:15:00Z,"CALL. ALMERIA, 8",8,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,77,Se desconoce,443832.086,4475666.662,"443832.086, 4475666.662",0,0
2024S000034,01/01/2024,19:30:00,2024-01-01T19:30:00Z,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,439124.541,4476636.545,"439124.541, 4476636.545",0,0
2024S000034,01/01/2024,19:30:00,2024-01-01T19:30:00Z,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,439124.541,4476636.545,"439124.541, 4476636.545",0,0
2024S000034,01/01/2024,19:30:00,2024-01-01T19:30:00Z,"CALL. ISAAC PERAL, 32",32,7,CHAMBERÍ,Colisión fronto-lateral,Se desconoce,Turismo,Conductor,Más de 74 años,Mujer,77,Se desconoce,439124.541,4476636.545,"439124.541, 4476636.545",0,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448374.924,4472779.044,"448374.924, 4472779.044",1,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,448374.924,4472779.044,"448374.924, 4472779.044",0,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,448374.924,4472779.044,"448374.924, 4472779.044",0,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,448374.924,4472779.044,"448374.924, 4472779.044",0,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,448374.924,4472779.044,"448374.924, 4472779.044",0,0
2024S000035,01/01/2024,19:22:00,2024-01-01T19:22:00Z,CALL. CONDESA VEGA DEL POZO / CALL. LAGO SANABRIA,2,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,77,Se desconoce,448374.924,4472779.044,"448374.924, 4472779.044",0,0
2024S000037,01/01/2024,20:00:00,2024-01-01T20:00:00Z,CALL. CANDIDO MATEOS / CALL. LA CABRERA,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,439122.081,4480402.894,"439122.081, 4480402.894",0,0
2024S000037,01/01/2024,20:00:00,2024-01-01T20:00:00Z,CALL. CANDIDO MATEOS / CALL. LA CABRERA,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 65 a 69 años,Mujer,14,Sin asistencia sanitaria,439122.081,4480402.894,"439122.081, 4480402.894",0,0
2024S000037,01/01/2024,20:00:00,2024-01-01T20:00:00Z,CALL. CANDIDO MATEOS / CALL. LA CABRERA,2,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,VMU eléctrico,Conductor,De 15 a 17 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439122.081,4480402.894,"439122.081, 4480402.894",0,0
2024S000038,01/01/2024,21:05:00,2024-01-01T21:05:00Z,"AVDA. PLANETARIO, 36",36,2,ARGANZUELA,Alcance,Se desconoce,Furgoneta,Conductor,Desconocido,Desconocido,77,Se desconoce,441696.622,4471195.697,"441696.622, 4471195.697",0,0
2024S000038,01/01/2024,21:05:00,2024-01-01T21:05:00Z,"AVDA. PLANETARIO, 36",36,2,ARGANZUELA,Alcance,Se desconoce,Turismo,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441696.622,4471195.697,"441696.622, 4471195.697",0,0
2024S000039,01/01/2024,22:05:00,2024-01-01T22:05:00Z,"AVDA. MENENDEZ PELAYO, 20",20,3,RETIRO,Colisión lateral,Despejado,Furgoneta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,442360.904,4473140.67,"442360.904, 4473140.67",0,0
2024S000039,01/01/2024,22:05:00,2024-01-01T22:05:00Z,"AVDA. MENENDEZ PELAYO, 20",20,3,RETIRO,Colisión lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442360.904,4473140.67,"442360.904, 4473140.67",0,0
2024S000041,01/01/2024,23:30:00,2024-01-01T23:30:00Z,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,77,Se desconoce,441384.888,4468726.005,"441384.888, 4468726.005",0,0
2024S000041,01/01/2024,23:30:00,2024-01-01T23:30:00Z,AVDA. LOS ROSALES / CALL. CORINDON,19,12,USERA,Alcance,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,77,Se desconoce,441384.888,4468726.005,"441384.888, 4468726.005",0,0
2024S000042,01/01/2024,22:55:00,2024-01-01T22:55:00Z,"CALL. MENDEZ ALVARO, 16",16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441302.198,4473059.789,"441302.198, 4473059.789",0,0
2024S000042,01/01/2024,22:55:00,2024-01-01T22:55:00Z,"CALL. MENDEZ ALVARO, 16",16,2,ARGANZUELA,Atropello a persona,Despejado,Turismo,Peatón,De 21 a 24 años,Mujer,77,Se desconoce,441302.198,4473059.789,"441302.198, 4473059.789",0,0
2024S000044,01/01/2024,23:35:00,2024-01-01T23:35:00Z,"CALL. JOSE ORTEGA Y GASSET, 98",98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,NULL,Conductor,Desconocido,Desconocido,77,Se desconoce,443064.769,4475662.3,"443064.769, 4475662.3",0,0
2024S000044,01/01/2024,23:35:00,2024-01-01T23:35:00Z,"CALL. JOSE ORTEGA Y GASSET, 98",98,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Todo terreno,Conductor,De 45 a 49 años,Mujer,77,Se desconoce,443064.769,4475662.3,"443064.769, 4475662.3",0,0
2024S000054,01/01/2024,11:10:00,2024-01-01T11:10:00Z,"CALL. PAMPLONA, 15",15,6,TETUÁN,Colisión lateral,Despejado,Furgoneta,Conductor,Desconocido,Desconocido,77,Se desconoce,440234.173,4478376.188,"440234.173, 4478376.188",0,0
2024S000054,01/01/2024,11:10:00,2024-01-01T11:10:00Z,"CALL. PAMPLONA, 15",15,6,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,77,Se desconoce,440234.173,4478376.188,"440234.173, 4478376.188",0,0
2024S000070,01/01/2024,22:02:00,2024-01-01T22:02:00Z,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Otros vehículos sin motor,Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,448269.717,4474626.41,"448269.717, 4474626.41",0,0
2024S000070,01/01/2024,22:02:00,2024-01-01T22:02:00Z,CALL. MARSELLA / CALL. ZURICH,29,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,448269.717,4474626.41,"448269.717, 4474626.41",0,0
2024S000045,02/01/2024,6:20:00,2024-01-02T06:20:00Z,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Camión rígido,Conductor,De 45 a 49 años,Hombre,77,Se desconoce,441829.203,4480261.003,"441829.203, 4480261.003",0,0
2024S000045,02/01/2024,6:20:00,2024-01-02T06:20:00Z,CALL. JOSE VASCONCELOS / CALL. MAURICIO LEGENDRE,2,5,CHAMARTÍN,Colisión lateral,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,441829.203,4480261.003,"441829.203, 4480261.003",0,0
2024S000053,02/01/2024,7:30:00,2024-01-02T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,"445775.097, 4469683.604",0,0
2024S000053,02/01/2024,7:30:00,2024-01-02T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Pasajero,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,"445775.097, 4469683.604",0,0
2024S000053,02/01/2024,7:30:00,2024-01-02T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Pasajero,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,445775.097,4469683.604,"445775.097, 4469683.604",0,0
2024S000053,02/01/2024,7:30:00,2024-01-02T07:30:00Z,CALL. GONZALEZ DAVILA / CMNO. HORMIGUERAS,24,18,VILLA DE VALLECAS,Atropello a persona,Nublado,Camión rígido,Peatón,De 50 a 54 años,Mujer,3,Ingreso superior a 24 horas,445775.097,4469683.604,"445775.097, 4469683.604",0,0
2024S000055,02/01/2024,9:15:00,2024-01-02T09:15:00Z,"PASEO. IMPERIAL, 20",20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Camión rígido,Conductor,De 65 a 69 años,Hombre,77,Se desconoce,439146.537,4473244.982,"439146.537, 4473244.982",0,0
2024S000055,02/01/2024,9:15:00,2024-01-02T09:15:00Z,"PASEO. IMPERIAL, 20",20,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,77,Se desconoce,439146.537,4473244.982,"439146.537, 4473244.982",0,0
2024S000056,02/01/2024,7:54:00,2024-01-02T07:54:00Z,"AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS",0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,449848.973,4482595.779,"449848.973, 4482595.779",0,0
2024S000056,02/01/2024,7:54:00,2024-01-02T07:54:00Z,"AEROP. TERMINAL T-4, LLEGADAS, LINEA DE TAXIS",0,21,BARAJAS,Atropello a persona,Despejado,Turismo,Peatón,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,449848.973,4482595.779,"449848.973, 4482595.779",0,0
2024S000057,02/01/2024,9:20:00,2024-01-02T09:20:00Z,"PASEO. EXTREMADURA, 302",302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,435233.897,4472479.716,"435233.897, 4472479.716",0,0
2024S000057,02/01/2024,9:20:00,2024-01-02T09:20:00Z,"PASEO. EXTREMADURA, 302",302,10,LATINA,Colisión fronto-lateral,Nublado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,435233.897,4472479.716,"435233.897, 4472479.716",1,0
2024S000058,02/01/2024,9:45:00,2024-01-02T09:45:00Z,GTA. LOZARES / AVDA. REAL DE PINTO,0,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,439897.376,4465732.64,"439897.376, 4465732.64",0,0
2024S000061,02/01/2024,9:07:00,2024-01-02T09:07:00Z,AVDA. CARDENAL HERRERA ORIA / AUTOV. M-607,83,8,FUENCARRAL-EL PARDO,Choque contra obstáculo fijo,Se desconoce,Turismo,Conductor,De 25 a 29 años,Hombre,77,Se desconoce,440792.866,4482314.924,"440792.866, 4482314.924",0,0
2024S000062,02/01/2024,11:20:00,2024-01-02T11:20:00Z,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Motocicleta > 125cc,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,450731.231,4478203.726,"450731.231, 4478203.726",0,0
2024S000062,02/01/2024,11:20:00,2024-01-02T11:20:00Z,AVDA. SUR DEL AEROPUERTO DE BARAJAS / CALL. TRESPADERNE,4,21,BARAJAS,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,450731.231,4478203.726,"450731.231, 4478203.726",0,0
